trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,7,6.997360309002579,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,1,16.670924200456504,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,17,18.050937146108634,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,6,-2.0298852982419064,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,10,-47.92131184919243,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,9,4.286848736460047,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,8,21.622007636877346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,0,39.9914990888364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,0,-50.521359149813264,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",30,23,12.169448232900598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,6,15.281136640652814,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",30,15,28.579346444160027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",25,0,19.34799001937013,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,11,26.577708833735635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",20,10,15.781244644100479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,11,26.396840630895113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,3,27.435991169541722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,0,-17.047983406838632,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,5,26.13703478937947,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,24,10.798792418173262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,9,-0.028994308185974704,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,0,-5.992083249537629,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,6,-74.25943293786908,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",25,17,11.955430718271021,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,5,9.971757510501421,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,12,-0.3881286117023188,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,17,2.717032320599125,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,0,3.090881035883789,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,6,24.95375282064981,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",35,20,14.351743083297249,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",30,23,14.585331736355506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",35,17,-7.545675346732432,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,10,17.274825377795484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",35,25,20.387737079907996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",35,11,23.295589444912046,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",35,0,21.118889712392523,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,3,28.299101307324577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,14,12.255141527959726,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,9,13.33388208827198,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",20,6,25.558764559825686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,6,1.2648284973897175,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,7,-1.9382308018773828,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",30,1,30.34478303490497,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",25,13,9.718440867561748,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",35,18,5.925553356794683,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,11,12.689244389308252,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,11,-25.24376048455377,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",25,15,20.086811143476556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,2,16.22280390416056,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",25,16,6.444716710825481,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",25,3,31.703363605239836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",30,8,0.7807725459542025,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,12,23.804565360474257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",20,14,8.697264933026112,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,10,26.233619770715524,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,0,31.96426664112833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",30,18,25.334793208477116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,12,16.74341494667218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,0,-46.44744380461335,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,12,0.6972640832275303,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",25,16,-23.819963222326045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,11,13.446151966856807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,17,14.936418596501028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",20,9,-3.498155341857582,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,0,18.36428481620721,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",20,5,-14.610876592810202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,18,13.966251390922174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",20,10,13.743585766390357,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",30,18,-16.016713677645864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",20,13,12.99791330589322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,4,31.842710127963244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,13,13.680199169373253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,16,-24.567726504957207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",25,8,29.053848357972953,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,15,19.2303633989383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",25,16,17.14261527561233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,3,26.79026902948164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,17,12.906693755398912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,5,19.765559212648444,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",25,12,22.23197997500905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",30,8,-12.758264736286076,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,0,33.98038335429577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",20,12,14.816433771258536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",30,16,-19.028880350615225,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,11,6.9559763446083345,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",30,22,18.47609159969189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,16,8.181793861489881,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,0,27.014857792082037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,0,37.49216399615694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,14,19.51344225482194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,0,27.435941062059612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",20,0,19.771113335034585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,8,21.175469464643754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",20,8,21.71781083102552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,0,16.189316878866638,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,18,14.060763202284592,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",30,12,-2.8904941961276363,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,17,4.575210553325202,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,11,25.775369317124365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,9,22.228373383590263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,11,15.761382962138551,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",25,8,22.171124606598305,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,13,10.829907173689133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",25,16,4.601865919446514,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",30,20,16.767595787347545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",20,12,15.660340954022933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,12,6.6937049166900024,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",20,16,6.618228037318724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,16,5.666410848102371,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",25,10,17.089450711336614,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",20,5,26.73049341074682,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,2,30.286053543879184,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",25,11,25.54222787140168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",20,8,19.522127696148004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,6,25.560240777384163,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",25,18,13.901007987376516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",25,16,6.580909953184591,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,0,12.530223768003935,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",20,11,19.212704463789596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,0,28.366349651730147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",20,5,27.86915897186786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,10,-2.0642082880007435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,13,14.97029269848281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,5,23.75588377112325,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,8,18.785704882698603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,8,34.2216940378845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,15,16.91675607320694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,8,18.754552177761123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,12,21.178527607841403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
