trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,2,9.173708075123134,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,12,15.69384156546804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,15,9.744137796835588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",25,5,32.51684032401916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,0,-80.72182398675912,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",30,6,38.91523499664888,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",30,16,22.831927464034646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,13,-18.775785379073778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,0,17.96712782409065,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,12,8.515068272497068,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,2,14.914856075826163,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",20,4,26.42262321951968,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,14,14.11580734314441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,10,15.89072429014644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",25,0,21.638865259007765,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,12,9.229963265412218,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,0,-5.56440075502169,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",20,12,-0.0006579629223286698,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",20,9,-22.12327952680683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",30,16,14.315720484362245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",25,0,32.25611836232115,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",25,0,-12.491155504180028,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,0,7.704213720026675,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",30,11,15.556659601550052,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,16,7.357311301016728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,17,14.437989297591322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",20,14,9.447127344967274,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",35,9,28.661287622806288,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",25,10,27.783240523503384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,14,12.514784487952857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",20,6,11.227847512651588,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",20,16,6.503192404409406,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",30,19,13.2047689652815,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",25,2,14.117092206241347,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",35,20,28.63474584182656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",20,9,9.961461765246973,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,3,-33.977678615085445,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",20,16,9.625527866778,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,3,26.975439942121135,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,10,-18.539331152037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",20,12,-2.7702890253054475,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",25,14,22.856714831621222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",30,22,14.20333285101227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",30,2,36.11152318557742,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",25,13,7.29812900388142,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",20,10,23.141825553560786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",35,26,17.59966119475665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",25,0,28.50760013873345,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",25,14,22.72989826190074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,3,39.220246623008094,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",30,0,11.942114786603957,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",20,3,12.48758502455219,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",25,9,13.71616133554001,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",25,0,2.395923719882518,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,13,19.187807610510028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",25,8,34.90487202713095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,13,18.91573394969301,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,12,-10.793027859533609,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",30,17,23.551188966364563,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",30,12,-12.789951711010701,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",30,0,31.112100237196476,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",20,7,15.420517607345657,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",20,8,10.701095787218533,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",30,20,21.00520221974436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",25,19,-0.19203505999517567,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,9,4.50381669104476,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",30,6,39.51763568018666,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08290996657517266}",20,9,19.811868923563114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.0820849986238988}",30,0,31.73111050194033,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.08126823924089167}",25,12,26.04805546890676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.08045960674953244}",25,0,36.804865003099444,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,8,18.95027579498793,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07886639979067495}",20,0,22.772142182909676,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07808166600115313}",20,9,20.472645554623718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07730474044329974}",20,2,15.194596218558168,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07653554542391151}",20,7,-0.4025357661531217,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,10,15.68160073625893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07502004008532698}",30,0,45.376806496418766,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.07427357821433388}",30,18,17.360172461728265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0735345437630571}",30,8,31.050702521495257,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07280286282743559}",20,4,13.167599182784217,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,6,-60.324516524747594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
265,False,"{'a': 0.5, 'e': 0.07136126955638605}",20,10,18.12264123762329,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,13,13.501838047450775,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,7,25.66969431538656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.069252225309346}",25,11,-27.998393072228772,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,15,8.199721537024129,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,12,12.2277127668108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,12,15.694114808455861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06653680671501686}",25,12,10.09203632052875,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,12,-6.593542377760059,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,15,19.37177012911096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,0,29.35972618428253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.06392786120670757}",25,12,7.4898395086730645,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,13,-30.880679495148595,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,11,21.988358658482987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,16,11.21358875658629,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06142121391500013}",20,0,32.64501710561723,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.06081006262521795}",20,4,13.977510518479253,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,5,13.115804159521973,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,0,3.3248154131382717,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.05901285366944784}",20,16,7.877896538893379,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05842566596450083}",25,10,-16.588904219115378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.057844320874838456}",30,8,32.41949989027716,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05726876026546736}",30,6,38.0318506682882,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.0566989265798469}",30,20,-22.771636504546624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.056134762834133725}",20,3,31.277420195473123,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05557621261148306}",25,3,28.730281992653474,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05502322005640723}",20,4,10.437184780955953,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05447572986918986}",30,12,-23.144375926694323,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.05393368730035602}",20,7,22.92480796552888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.053397038145197084}",20,6,18.51639060976666,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05286572873835037}",20,7,22.438394131402433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05233970594843238}",25,15,22.162151100489158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05181891717272583}",25,13,19.66773035728611,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05130331033191911}",30,18,22.151422556149484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.0507928338648985}",30,12,9.632384874418113,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.050287436723591865}",20,14,11.26148639024807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.049787068367863944}",25,15,16.758724621139102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04929167876046215}",20,12,14.720962844059331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.04880121836201296}",25,0,8.902075726096115,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.04831563812606777}",25,19,3.9372256567742574,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04783488949419837}",20,14,12.07908895486107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04735892439114091}",20,6,25.00955739938118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.046887695219988486}",20,6,22.20469554909534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04642115485743125}",20,8,8.249332073010063,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.045959256649044204}",25,15,-34.91123805267365,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.04550195440462157}",35,22,24.53418006078978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.0450492023935578}",30,0,20.902813249331675,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.044600955340274535}",25,13,24.151936628936234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04415716841969286}",30,20,7.171732562838978,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04371779725275094}",30,19,24.72438851394684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.043282797901965896}",20,3,28.507885943016607,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04285212686704019}",25,16,16.745370231913586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.042425741080511385}",30,1,39.715386824618534,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04200359790344555}",20,8,13.629562184332883,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.04158565512117316}",20,8,21.62184683996489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.04117187093906774}",25,9,15.968595452990405,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.04076220397836621}",25,7,31.098528399324202,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.04035661327203115}",20,12,14.469658483908178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.039955058260653896}",20,14,12.248115216420572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.039557498788398725}",25,11,12.07082117677515,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.039163895098987066}",35,16,-7.4794339627940785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
326,False,"{'a': 0.5, 'e': 0.03877420783172201}",20,11,16.12679674022616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.038388398017552054}",20,13,9.324965192586795,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.038006427075174314}",25,12,9.448914628921392,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.0376282568071762}",30,18,22.908925447533043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03725384939621581}",20,8,22.779657934453343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,0,9.700349514362221,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.0365161737537404}",30,20,7.9431840552286275,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.03615283175404641}",30,18,20.958334914796776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.0357931050676553}",25,15,18.267156475517908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03543695772159864}",20,0,17.01574453592815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
336,False,"{'a': 0.5, 'e': 0.035084354100845025}",20,6,26.400924175012182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03473525894473856}",20,10,17.255656680296035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03438963734347271}",20,11,3.017560151611846,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.034047454734599344}",20,10,19.45619307640264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.033708676899572396}",20,0,26.174481366214867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03337326996032608}",20,12,7.477718322567165,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03304120037588693}",25,17,11.398676293931931,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03271243493901982}",20,7,23.943086422656137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.03238694077290704}",20,9,-11.813943702496466,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.03206468532786077}",20,16,9.079510083631183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03174563637806794}",20,8,21.722309944902232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.03142976201836771}",25,13,23.508045956800675,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.03111703066106086}",20,0,18.03070286126731,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.030807411032751076}",20,6,-1.190684010080019,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.030500872171217483}",25,20,7.311144373512617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.0301973834223185}",30,10,36.81686298646961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029896914436926308}",30,24,11.717335504120019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.029599435167892}",25,14,20.41651501793959,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.029304915867040746}",20,8,16.240474879538926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.029013327082197053}",30,13,27.613272792045468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.028724639654239423}",30,16,5.43868266930504,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.028438824714184505}",20,2,27.53691289152721,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.028155853680300096}",20,16,6.563595453398231,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027875698255247015}",30,15,27.739935572956057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027598330423249287}",30,6,2.7338072639223316,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,7,19.366588125248164,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.027051846866350416}",25,11,26.347915739278136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026782676492638175}",20,2,1.6911687606010515,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02651618440889418}",20,4,27.44460158436366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02625234396568796}",25,12,21.959004631303372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025991128778755347}",25,3,27.985257664497514,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,10,19.575764035684482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
